,channel_name,channel_description,channel_url,subscriber_num,channel_start_date,check_time
0,덴뿌라 일본어,,https://www.youtube.com/channel/UCjRCabEETcLJ8GYB2iZEx8g,20.2K subscribers,"Apr 16, 2019",1595521286.6517272
